"source_serial","registration_number","brand_name","generic_name","strength","dosage_form","pack_size","shelf_life","manufacturer","manufacturer_country","marketing_authorization_holder","local_technical_representative","registration_date","expiry_date","regulatory_status","source_name","source_url"
"1406","Rwanda FDA-HMP-MA-1104","AGODAPS-100 TABLETS","Dapsone tablets BP 100mg","100mg","Uncoated Tablets","10x10 Tablets","36 Months","AGOG PHARMA LTD,","INDIA","AGOG PHARMA LTD, INDIA","SUN ENTERPRISES LTD","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1407","Rwanda FDA-HMP-MA-1107","AMADAY PL 5/4","Amlodipine 5mg and Perindopril Erbumine BP 4mg","5mg, 4mg","Uncoated tablets","3x 10 tablets","24 Months","AJANTA PHARMA LIMITED,","INDIA","AJANTA PHARMA LIMITED","ABACUS PHARMA (A) LTD","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1408","Rwanda FDA-HMP-MA-1075","AMOXICILLIN CAPSULE 250MG","Amoxicillin trihydrate 250mg","250 mg","Hard Gelatin Capsules","","36 Months","REYOUNG PHARMACEUTICAL CO., LTD,","CHINA","REYOUNG PHARMACEUTICAL CO., LTD","SUN ENTREPRISES LTD","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1409","Rwanda FDA-HMP-MA-1119","AMPICLO-DAWA","Ampicillin trihydrate BP 125mg/5ml and Cloxacillin Sodium BP 125mg/5mL","125mg/5ml and 125mg/5mL","Powder for suspension","60 ml and 100 ml Bottles","36 Months","DAWA LIMITED.","KENYA","DAWA LIMITED, KENYA","SUN ENTERPRISES LTD","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1410","Rwanda FDA-HMP-MA-1089","AMPIKARE 1G INJECTION","Ampicillin Sodium 1g","1g","Solution for injection","","36 Months","REYOUNG PHARMACEUTICAL CO., LTD.","CHINA","KAREMAX INDUSTRIAL LTD, INDIA","SUN ENTERPRISES LTD","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1411","Rwanda FDA-HMP-MA-1110","BESICOR 10","Bisoprolol Fumarate Ph.Eur 10mg","10 mg","Film-coated tablets","3x 10 tablets","24 Months","AJANTA PHARMA LIMITED,","INDIA","AJANTA PHARMA LIMITED","ABACUS PHARMA (A) LTD","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1412","Rwanda FDA-HMP-MA-1101","BOSUTINIB PFIZER 400 MG FILM-COATED TABLETS","Bosutinib monohydrate 400 mg","400 mg","Film Coated Tablets","28 or 30 Tablets","48 Months","","GERMANY","PFIZER LIMITED, UNITED KINGDOM","GILMED LIMITED","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1413","Rwanda FDA-HMP-MA-1115","BURNEM CREAM","Acriflavine BPC 1.32mg","1.32 mg","Cream","20 gm tube","36 Months","NEM LABORATORIES PRIVATE LTD.","INDIA","NEM LABORATORIES PRIVATE LTD.","RENE PHARMACY (R) LTD","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1414","Rwanda FDA-HMP-MA-1162","BUTO-ASMA INHALER","Salbutamol 100 micrograms","100 micrograms","Pressurised inhalation","1 Container with 200 inhalations","36 Months","","SPAIN","","GOMHS LTD","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1415","Rwanda FDA-HMP-MA-1165","CAPECITABINE-500","Capecitabine 500 mg","500 mg","Film coated Tablets","120 Tablets","24 Months","HETERO LABS LTD,","INDIA","SANDOZ GmbH, KUNDL, AUSTRIA","SURGIPHARM (RWANDA) LIMITED","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1416","Rwanda FDA-HMP-MA-1118","CARYLCOUGH EXPECTORANT","Bromhexine HCl 4.0mg, Guaiphenesin 50mg and salbutamol sulphate 1.0mg","4.0mg, 50mg and 1.0mg","Syrup","100 ml Bottle","36 Months","BIODEAL LABORATORIES LTD,","KENYA","BIODEAL LABORATORIES LTD, KENYA","CAPITAL PHARMACEUTICAL SUPPLIES LTD","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1417","Rwanda FDA-HMP-MA-1094","","Chlorphenamine Maleate BP 4mg","4 mg","Tablets","10x10 tablets and 1000 tablets","36 Months","LABORATORY AND ALLIED LIMITED,","KENYA","LABORATORY AND ALLIED LIMITED","DEPOT PHARMACEUTIQUE LE MEDICAL","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1418","Rwanda FDA-HMP-MA-1091","CLAMOXYL 1G TABLETS","Amoxicillin Trihydrate 1g","1g","Dispersible Tablets","2x6 tablets","24 Months","GLAXO WELLCOME PRODUCTION,","FRANCE","GLAXOSMITHKLINE PHARMACEUTICAL KENYA LIMITED","KIPHARMA LTD","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1419","Rwanda FDA-HMP-MA-1114","CLONEM-G CREAM","Clotrimazole USP 1% w/w, Beclomethasone Dipropionate BP 0.025%w/w and Gentamicin Sulphate BP Eq. to Gentamicin 0.1% w/w","1% w/w, 0.025%w/w and 0.1% w/w","Cream","30 gm tube","36 Months","NEM LABORATORIES PVT. LTD,","INDIA","NEM LABORATORIES PVT. LTD, INDIA","RENE PHARMACY (R) LTD","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1420","Rwanda FDA-HMP-MA-1066","","Paracetamol 500mg, Diphenhydramine Hydrochloride 12.5mg, Pseudoephedrine Hydrochloride 22.5mg","500mg, 12.5mg, 22.5mg","Tablet","","24 Months","VARICHEM PHARMACEUTICALS (PVT) LTD,","ZIMBABWE","VARICHEM PHARMACEUTICALS (PVT) LTD","ACTIVIS PHARMA.","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1421","Rwanda FDA-HMP-MA-1067","","Paracetamol 500mg, Pseudoephedrine Hydrochloride 30mg, Chlorpheniramine Maleate 2mg","500mg, 30mg, 2mg","Tablet","20 tablets","24 Months","VARICHEM PHARMACEUTICALS (PVT) LTD,","ZIMBABWE","VARICHEM PHARMACEUTICALS (PVT) LTD","ACTIVIS PHARMA","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1422","Rwanda FDA-HMP-MA-1080","CURAMOL SUSPENSION","Paracetamol 125mg/5ml","120mg/5ml","Suspension","100mL & 60mL bottles","36 Months","DAWA LIMITED,","KENYA","DAWA LIMITED","SUN ENTERPRISES LTD","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1423","Rwanda FDA-HMP-MA-1079","DACOF DRY COUGH SYRUP","Diphenhydramine Hydrochloride BP 12.5mg + Dextromethophan Hybromide 6.5mg","12.5mg + 6.5 mg per 5ml","Syrup","100 ml bottle","36 Months","DAWA LIMITED,","KENYA","DAWA LIMITED","SUN ENTERPRISES LTD","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1424","Rwanda FDA-HMP-MA-1076","DACOF PAEDIATRIC SYRUP","Diphenhydramine hydrochloride BP 7.0mg and Sodium Citrate BP 28.5mg","7.0mg & 28.5mg per 5ml","Syrup","100 ml Bottle","36 Months","DAWA LIMITED,","KENYA","DAWA LIMITED","SUN ENTREPRISES LTD","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1425","Rwanda FDA-HMP-MA-1164","DOLUTEGRAVIR 50MG TABLETS","Dolutegravir Sodium 50 mg","50 mg","Film coated Tablets","30 & 90 tablets","24 Months","LAURUS LABS LIMITED (UNIT II),","INDIA","LAURUS LABS LIMITED","CAPITAL PHARMACEUTICAL SUPPLIES LTD","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1426","Rwanda FDA-HMP-MA-1092","ELMOX- CV 625","Amoxicillin and Clavulanate Potassium Tablets USP 625mg","625 mg","Film coated tablets","2x10 tablets","24 Months","YELURI FORMULATIONS PVT LTD,","INDIA","YELURI FORMULATIONS PVT LTD","SUN ENTERPRISES LTD","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1427","Rwanda FDA-HMP-MA-1117","FECONTIN-Z","Ferrous GlycineSulphate: 100 mg, Zinc Sulphate Monohydrate USP: 61.8mg, Folic Acid BP: 0.5 mg","100 mg, 61.8 mg, 0.5 mg","Film coated tablet","","24 Months","MODI-MUNDIPHARMA PVT. LTD.","INDIA","MODI-MUNDIPHARMA PVT. LTD.","SURGIPHARM (RWANDA) LTD","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1428","Rwanda FDA-HMP-MA-1068","FLUMED SYRUP","Paracetamol 120mg, Chlorpheniramine Maleate 0.5mg, Phenylephrine Hydrochloride 2.5mg and Dextromethorphan Hydrobromide 2mg","120mg, 0.5mg, 2.5mg, 2mg","Syrup","100 ml bottle","24 Months","VARICHEM PHARMACEUTICALS (PVT) LTD,","ZIMBABWE","VARICHEM PHARMACEUTICALS (PVT) LTD","ACTIVIS PHARMA","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1429","Rwanda FDA-HMP-MA-1161","GATISTAR","Gatifloxacin 3mg/ml","3 mg/ml","Eye Drops","5 ml Bottle","24 Months","ORCHIDIA PHARMACEUTICAL INDUSTRIES,","EGYPT","ORCHIDIA PHARMACEUTICAL INDUSTRIES","ETS CONTINENTAL","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1430","Rwanda FDA-HMP-MA-1069","GIGAPYN TABLETS","Paracetamol 500mg, Codeine Phosphate 8mg","500mg, 8mg","Tablets","","24 Months","VARICHEM PHARMACEUTICALS (PVT) LTD,","ZIMBABWE","VARICHEM PHARMACEUTICALS (PVT) LTD","ACTIVIS PHARMA","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1431","Rwanda FDA-HMP-MA-1166","GYNOFER TABLETS","Tinidazole BP 500mg, Miconazole Nitrate BP 100mg, Neomycin Sulphate BP 20mg","500mg, 100mg, and 20mg","Uncoated Tablets","2x4 Tablets","36 Months","CENTAUR PHARMACEUTICALS PVT. LTD,","INDIA","CENTAUR PHARMACEUTICALS PVT. LTD","WESSEX PHARMACEUTICALS (RWANDA) LTD","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1432","Rwanda FDA-HMP-MA-1098","INSTACLOP 75","Clopidogrel Bisulfate 75 mg","75 mg","Film coated Tablets","3x10 Tablets","36 Months","AJANTA PHARMA LIMITED,","INDIA","AJANTA PHARMA LIMITED, INDIA","ABACUS PHARMA (A) LTD","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1433","Rwanda FDA-HMP-MA-1084","","Paliperidone Palmitate 156mg equivalent to Paliperidone 100mg","100 mg","Suspension for injection","1ml Long pre-filled syringe and two needles.","24 Months","JANSSEN PHARMACEUTICA NV, Tumhoutseweg 30; B2340 Beerse Belgium","BELGIUM","JANSSEN-CILAG INTERNATIONAL NV, BELGIUM","KIPHARMA LTD","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1434","Rwanda FDA-HMP-MA-1088","","Paliperidone Palmitate 234 mg equivalent to Paliperidone 150 mg","150 mg","Suspension for injection","2.25ml pre-filled syringe and two needles.","24 Months","JANSSEN PHARMACEUTICA NV, Tumhoutseweg 30; B2340 Beerse, Belgium","BELGIUM","JANSSEN-CILAG INTERNATIONAL NV, BELGIUM","KIPHARMA LTD","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1435","Rwanda FDA-HMP-MA-1085","","Paliperidone Palmitate 39mg equivalent to Paliperidone 25mg","25 mg","Suspension for injection","0.5ml pre-filled syringe and two needles.","24 Months","JANSSEN PHARMACEUTICA NV, Tumhoutseweg 30; B2340 Beerse, Belgium","BELGIUM","JANSSEN-CILAG INTERNATIONAL NV, BELGIUM","KIPHARMA LTD","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1436","Rwanda FDA-HMP-MA-1086","","Paliperidone Palmitate 78mg equivalent to Paliperidone 50mg","50 mg","Suspension for injection","0.5ml pre-filled syringe and two needles.","24 Months","JANSSEN PHARMACEUTICA NV, Tumhoutseweg 30; B2340 Beerse, Belgium","BELGIUM","JANSSEN-CILAG INTERNATIONAL NV, BELGIUM","KIPHARMA LTD","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1437","Rwanda FDA-HMP-MA-1087","","Paliperidone Palmitate 117mg equivalent to Paliperidone 75mg","75mg","Suspension for injection","1ml Long pre-filled syringe and two needles.","24 Months","JANSSEN PHARMACEUTICA NV, Tumhoutseweg 30; B2340 Beerse, Belgium","BELGIUM","JANSSEN-CILAG INTERNATIONAL NV, BELGIUM","KIPHARMA LTD","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1438","Rwanda FDA-HMP-MA-1099","KAMAGRA 100","Sildenafil Citrate USP 100 mg","100 mg","Film Coated Tablets","4 Tablets","36 Months","AJANTA PHARMA LIMITED,","INDIA","AJANTA PHARMA LIMITED, INDIA","ABACUS PHARMA (A) LTD","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1439","Rwanda FDA-HMP-MA-1096","KAMAGRA CT 100","Sildenafil Citrate USP 100 mg","100 mg","Uncoated chewable Tablets","4 Tablets","24 Months","AJANTA PHARMA LIMITED,","INDIA","AJANTA PHARMA LIMITED, INDIA","ABACUS PHARMA (A) LTD","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1440","Rwanda FDA-HMP-MA-1097","KAMAGRA CT 50","Sildenafil Citrate USP 50 mg","50 mg","Uncoated Chewable Tablets","4 Tablets","24 Months","AJANTA PHARMA LIMITED,","INDIA","AJANTA PHARMA LIMITED","ABACUS PHARMA (A) LTD","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1441","Rwanda FDA-HMP-MA-1167","KENAZOLE CREAM","Ketoconazole USP 2% w/w","2% w/w","Topical cream","20 gm tube","36 Months","DAWA LIMITED,","KENYA","DAWA LIMITED","SUN ENTERPRISES LIMITED","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1442","Rwanda FDA-HMP-MA-1168","KLOXY DRY SYRUP","Cloxacillin sodium BP 125mg/5ml","125mg/5ml","Powder for oral suspension","100 ml bottle","36 Months","LABORATORY & ALLIED LTD,","KENYA","LABORATORY & ALLIED LTD","DEPOT PHARMACEUTIQUE LE MEDICAL","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1443","Rwanda FDA-HMP-MA-1071","KOFLYN RASPBERRY FLAVOUR COUGH EXPECTORANT","Chlorpheniramine Maleate 2.2mg, Ammonium Chloride 110mg and Sodium Citrate 40mg per 5ml","2.2mg, 110mg, 40mg per 5ml","Syrup","100 ml bottle","36 Months","BETA HEALTHCARE INTERNATIONAL LTD,","KENYA","BETA HEALTHCARE INTERNATIONAL LTD","SURGIPHARM (RWANDA) LIMITED","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1444","Rwanda FDA-HMP-MA-1123","LECOTRIM SUSPENSION","Trimethoprim BP 40mg and sulfamethoxazole BP 200mg","40mg and 200mg","Suspension","50mL/100mL Bottles","24 Months","LABORATORY & ALLIED LIMITED,","KENYA","LABORATORY & ALLIED LIMITED, KENYA","DEPOT PHARMACEUTIQUE LE MEDICAL","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1445","Rwanda FDA-HMP-MA-1083","LEVOC 500","Levofloxacin USP 500mg","500 mg","Film Coated Tablets","3 x 10 Film Coated Tablets","36 Months","ZIM LABORATORIES LIMITED,","INDIA","ZIM LABORATORIES LIMITED","SUN ENTERPRISES LTD","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1446","Rwanda FDA-HMP-MA-1106","LOKIT HP","Clarithromycin USP 250mg, Omeprazole BP 20mg and Tinidazole BP 500mg","250 mg, 20 mg, 500 mg","Combipack of Tablets & Capsules","7 x 1 x 6 Tablets & Capsules","36 Months","KOPRAN LIMITED,","INDIA","KOPRAN LIMITED","PHILLIPS PHARMACEUTICALS (RWANDA) LTD","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1447","Rwanda FDA-HMP-MA-1121","","Meropenem for Injection 0.5g","0.5 mg","Sterile powder for injection","20ml lass vial","24 Months","PT. SANBE FARMA.","INDONESIA","PT. SANBE FARMA, INDONESIA","AFRI HEALTHCARE LTD","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1448","Rwanda FDA-HMP-MA-1095","NATOA TABLETS","Mebendazole BP 100mg","100 mg","Tablets","6 tablets, 100 tablets and 1000 Tablets","36 Months","LABORATORY AND ALLIED LIMITED,","KENYA","LABORATORY AND ALLIED LIMITED","DEPOT PHARMACEUTIQUE LE MEDICAL","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1449","Rwanda FDA-HMP-MA-1082","NEBTAS 5","Nebivolol Hydrochloride 5mg","5 mg","Uncoated Tablet","1x 10 tablets","36 Months","INTAS PHARMACEUTICALS LIMITED,","INDIA","INTAS PHARMACEUTICALS LIMITED","ABACUS PHARMA (A) LTD","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1450","Rwanda FDA-HMP-MA-1109","NEBUNTA 5","Nebivolol Hydrochloride IH 5mg","5 mg","Uncoated tablet","3x 10 tablets","24 Months","AJANTA PHARMA LIMITED,","INDIA","AJANTA PHARMA LIMITED","ABACUS PHARMA (A) LTD","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1451","Rwanda FDA-HMP-MA-1073","OMOL TABLETS","Paracetamol 500mg","500 mg","Uncoated Tablet","","36 Months","NATIONAL PHARMACEUTICAL INDUSTRIES CO. (SAOC),","SULTANATE OF OMAN","NATIONAL PHARMACEUTICAL INDUSTRIES CO. (SAOC)","SUN ENTERPRISE LTD","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1452","Rwanda FDA-HMP-MA-1074","PAUSE 500","Tranexamic Acid 500mg","500 mg","Film coated tablet","","24 Months","EMCURE PHARMACEUTICALS LTD,","INDIA","EMCURE PHARMACEUTICALS LTD","ABACUS PHARMA (A) LTD","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1453","Rwanda FDA-HMP-MA-1120","PEDSOL TABLETS","Prednisolone BP 5mg","5mg","Tablets","","36 Months","LABORATORY & ALLIED LIMITED.","KENYA","LABORATORY & ALLIED LIMITED, KENYA","DEPOT PHARMACEUTIQUE LE MEDICAL","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1454","Rwanda FDA-HMP-MA-1081","POLYFRESH","Sodium Hyaluronate 2mg/ml","2mg/ml","Sterile ophthalmic solution","10 ml dropper bottle","36 Months","ORCHIDIA PHARMACEUTICAL INDUSTRIES.","EGYPT","ORCHIDIA PHARMACEUTICAL INDUSTRIES","ETS CONTINENTAL","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1455","Rwanda FDA-HMP-MA-1163","PYRIDOXINE TABLETS","Pyridoxine Hydrochloride 100 mg","100 mg","Uncoated Tablets","","36 Months","AGOG PHARMA LTD,","INDIA","AGOG PHARMA LTD","SUN ENTERPRISES LTD","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
